"","id","fullName","link","career_goals","career_points","career_PIM"
"1188",8445001,"Bob Bailey","/api/v1/people/8445001",15,36,207
"1189",8446896,"Gord Hollingworth","/api/v1/people/8446896",4,18,201
"1190",8449804,"Hank Bassen","/api/v1/people/8449804",NA,NA,NA
"1191",8449956,"Ray Frederick","/api/v1/people/8449956",NA,NA,NA
"1192",8446864,"Larry Hillman","/api/v1/people/8446864",36,232,565
"1193",8448169,"Don Poile","/api/v1/people/8448169",7,16,12
"1194",8449685,"Ed Zeniuk","/api/v1/people/8449685",0,0,0
"1195",8445130,"Dick Bouchard","/api/v1/people/8445130",0,0,0
"1196",8446343,"Lou Fontinato","/api/v1/people/8446343",26,104,1248
"1197",8446927,"Ron Howell","/api/v1/people/8446927",0,0,0
"1198",8448177,"Larry Popein","/api/v1/people/8448177",80,221,162
"1199",8447792,"Don McKenney","/api/v1/people/8447792",237,582,205
"1200",8449074,"Floyd Smith","/api/v1/people/8449074",129,307,201
"1201",8449221,"Skip Teal","/api/v1/people/8449221",0,0,0
"1202",8445369,"Don Cherry","/api/v1/people/8445369",NA,NA,NA
"1203",8449552,"Gord Wilson","/api/v1/people/8449552",NA,NA,NA
"1204",8449991,"John Henderson","/api/v1/people/8449991",NA,NA,NA
"1205",8445028,"Jimmy Bartlett","/api/v1/people/8445028",34,57,273
"1206",8445091,"Garry Blaine","/api/v1/people/8445091",0,0,0
"1207",8447361,"Jack LeClair","/api/v1/people/8447361",20,60,54
"1208",8448582,"Guy Rousseau","/api/v1/people/8448582",0,1,2
"1209",8449214,"Jean-Guy Talbot","/api/v1/people/8449214",43,285,1014
"1210",8449223,"Orval Tessier","/api/v1/people/8449223",5,12,6
"1211",8447651,"George McAvoy","/api/v1/people/8447651",NA,NA,NA
"1212",8449824,"Andre Binette","/api/v1/people/8449824",NA,NA,NA
"1213",8449916,"Claude Evans","/api/v1/people/8449916",NA,NA,NA
"1214",8449995,"Charlie Hodge","/api/v1/people/8449995",NA,NA,NA
"1215",8445303,"Jack Caffery","/api/v1/people/8445303",3,5,22
"1216",8445305,"Larry Cahan","/api/v1/people/8445305",38,130,696
"1217",8445826,"Brian Cullen","/api/v1/people/8445826",56,156,84
"1218",8445957,"Dick Duff","/api/v1/people/8445957",283,572,743
"1219",8446335,"Gerry Foley","/api/v1/people/8446335",9,23,95
"1220",8447041,"Gerry James","/api/v1/people/8447041",14,40,251
"1221",8447227,"Paul Knox","/api/v1/people/8447227",0,0,0
"1222",8448259,"Marc Reaume","/api/v1/people/8448259",8,51,271
"1223",8445468,"Hank Ciesla","/api/v1/people/8445468",26,77,85
"1224",8448152,"Pierre Pilote","/api/v1/people/8448152",80,498,1257
"1225",8445240,"Johnny Bucyk","/api/v1/people/8445240",556,1369,493
"1226",8445294,"Cummy Burton","/api/v1/people/8445294",0,2,19
"1227",8449274,"Norm Ullman","/api/v1/people/8449274",490,1229,710
"1228",8447837,"Gerry Melnyk","/api/v1/people/8447837",39,116,30
"1229",8446577,"Jean-Guy Gendron","/api/v1/people/8446577",182,383,695
"1230",8446760,"Andy Hebenton","/api/v1/people/8446760",189,391,88
"1231",8446918,"Bronco Horvath","/api/v1/people/8446918",141,326,313
"1232",8446764,"Lionel Heinrich","/api/v1/people/8446764",1,2,33
"1233",8448006,"Al Nicholson","/api/v1/people/8448006",0,1,2
"1234",8448041,"Ellard O'Brien","/api/v1/people/8448041",0,0,0
"1235",8448083,"Ed Panagabko","/api/v1/people/8448083",0,3,38
"1236",8450068,"Claude Pronovost","/api/v1/people/8450068",NA,NA,NA
"1237",8445171,"Connie Broden","/api/v1/people/8445171",2,3,2
"1238",8445500,"Wally Clune","/api/v1/people/8445500",0,0,6
"1239",8445886,"Jacques Deslauriers","/api/v1/people/8445886",0,0,0
"1240",8448215,"Claude Provost","/api/v1/people/8448215",254,589,475
"1241",8448320,"Henri Richard","/api/v1/people/8448320",358,1046,932
"1242",8449270,"Bob Turner","/api/v1/people/8449270",19,70,307
"1243",8450065,"Bob Perreault","/api/v1/people/8450065",NA,NA,NA
"1244",8445081,"Jack Bionda","/api/v1/people/8445081",3,12,111
"1245",8445259,"Bill Burega","/api/v1/people/8445259",0,1,4
"1246",8445825,"Barry Cullen","/api/v1/people/8445825",32,84,103
"1247",8446707,"Billy Harris","/api/v1/people/8446707",126,345,193
"1248",8447008,"Ron Hurst","/api/v1/people/8447008",9,16,70
"1249",8447580,"Al MacNeil","/api/v1/people/8447580",17,92,615
"1250",8449851,"Ed Chadwick","/api/v1/people/8449851",NA,NA,NA
"1251",8445835,"Ian Cushenan","/api/v1/people/8445835",3,14,132
"1252",8447019,"Ron Ingram","/api/v1/people/8447019",5,20,81
"1253",8447128,"Ed Kachur","/api/v1/people/8447128",10,24,35
"1254",8447164,"Forbes Kennedy","/api/v1/people/8447164",70,178,888
"1255",8449303,"Moose Vasko","/api/v1/people/8449303",34,200,721
"1256",8444878,"Dale Anderson","/api/v1/people/8444878",0,0,6
"1257",8447676,"Tom McCarthy","/api/v1/people/8447676",8,17,8
"1258",8447817,"Billy McNeill","/api/v1/people/8447817",21,67,130
"1259",8449196,"Gord Strate","/api/v1/people/8449196",0,0,34
"1260",8445499,"Bruce Cline","/api/v1/people/8445499",2,5,10
"1261",8445039,"Bob Beckett","/api/v1/people/8445039",7,13,18
"1262",8445366,"Dick Cherry","/api/v1/people/8445366",12,22,45
"1263",8446863,"Floyd Hillman","/api/v1/people/8446863",0,0,10
"1264",8448247,"George Ranieri","/api/v1/people/8448247",0,0,0
"1265",8448299,"Larry Regan","/api/v1/people/8448299",41,136,71
"1266",8445117,"Buddy Boone","/api/v1/people/8445117",5,8,28
"1267",8449865,"Norm Defelice","/api/v1/people/8449865",NA,NA,NA
"1268",8450113,"Don Simmons","/api/v1/people/8450113",NA,NA,NA
"1269",8444996,"Ralph Backstrom","/api/v1/people/8444996",278,639,389
"1270",8445005,"Murray Balfour","/api/v1/people/8445005",67,157,389
"1271",8445809,"Glen Cressman","/api/v1/people/8445809",0,0,2
"1272",8446623,"Phil Goyette","/api/v1/people/8446623",207,674,123
"1273",8447093,"Allan Johnson","/api/v1/people/8447093",21,49,28
"1274",8448213,"Andre Pronovost","/api/v1/people/8448213",94,198,405
"1275",8449089,"Stan Smrke","/api/v1/people/8449089",0,3,0
"1276",8449554,"Jerry Wilson","/api/v1/people/8449554",0,0,2
"1277",8444868,"Gary Aldcorn","/api/v1/people/8444868",41,97,78
"1278",8445036,"Bob Baun","/api/v1/people/8445036",37,224,1489
"1279",8446589,"Kenny Girard","/api/v1/people/8446589",0,1,2
"1280",8448037,"Mike Nykoluk","/api/v1/people/8448037",3,4,20
"1281",8448227,"Bob Pulford","/api/v1/people/8448227",281,643,793
"1282",8449044,"Frank Mahovlich","/api/v1/people/8449044",533,1103,1054
"1283",8445020,"Doug Barkley","/api/v1/people/8445020",24,104,382
"1284",8448108,"Bobby Hull","/api/v1/people/8448108",610,1170,634
"1285",8449340,"Don Ward","/api/v1/people/8449340",0,1,18
"1286",8444876,"Dave Amadio","/api/v1/people/8444876",5,16,163
"1287",8446601,"Pete Goegan","/api/v1/people/8446601",19,86,365
"1288",8446783,"John Hendrickson","/api/v1/people/8446783",0,0,4
"1289",8447179,"Brian Kilrea","/api/v1/people/8447179",3,8,12
"1290",8447818,"Stu McNeill","/api/v1/people/8447818",1,2,2
"1291",8448056,"Murray Oliver","/api/v1/people/8448056",274,728,315
"1292",8448058,"Dennis Olson","/api/v1/people/8448058",0,0,0
"1293",8449063,"Brian Smith","/api/v1/people/8449063",2,10,12
"1294",8450058,"Marcel Paille","/api/v1/people/8450058",NA,NA,NA
"1295",8444853,"Norm Johnson","/api/v1/people/8444853",5,25,41
"1296",8446142,"Gerry Ehman","/api/v1/people/8446142",96,214,100
"1297",8448064,"Willie O'Ree","/api/v1/people/8448064",4,14,26
"1298",8448150,"Harry Pidhirny","/api/v1/people/8448150",0,0,0
"1299",8450042,"Al Millar","/api/v1/people/8450042",NA,NA,NA
"1300",8445147,"Jack Bownass","/api/v1/people/8445147",3,10,58
"1301",8445348,"Billy Carter","/api/v1/people/8445348",0,0,0
"1302",8447274,"Claude Laforge","/api/v1/people/8447274",24,57,82
"1303",8447322,"Al Langlois","/api/v1/people/8447322",21,112,484
"1304",8447744,"Ab McDonald","/api/v1/people/8447744",182,430,198
"1305",8449785,"Don Aiken","/api/v1/people/8449785",NA,NA,NA
"1306",8449840,"Len Broderick","/api/v1/people/8449840",NA,NA,NA
"1307",8445696,"Carl Brewer","/api/v1/people/8445696",25,223,1018
"1308",8448001,"Bob Nevin","/api/v1/people/8448001",307,726,215
"1309",8448194,"Noel Price","/api/v1/people/8448194",14,128,333
"1310",8446595,"Howie Glover","/api/v1/people/8446595",29,46,101
"1311",8449494,"John McKenzie","/api/v1/people/8449494",206,474,923
"1312",8449602,"Stan Mikita","/api/v1/people/8449602",541,1467,1264
"1313",8445289,"Charlie Burns","/api/v1/people/8445289",106,304,256
"1314",8446898,"Chuck Holmes","/api/v1/people/8446898",1,4,10
"1315",8447527,"Len Lunde","/api/v1/people/8447527",39,122,71
"1316",8447611,"Lou Marcon","/api/v1/people/8447611",0,4,42
"1317",8445510,"Les Colwill","/api/v1/people/8445510",7,13,16
"1318",8446690,"John Hanna","/api/v1/people/8446690",6,32,206
"1319",8447016,"Earl Ingarfield","/api/v1/people/8447016",179,405,225
"1320",8448974,"Eddie Shack","/api/v1/people/8448974",239,465,1431
"1321",8449959,"Bruce Gamble","/api/v1/people/8449959",NA,NA,NA
"1322",8450010,"Julian Klymkiw","/api/v1/people/8450010",NA,NA,NA
"1323",8447351,"Larry Leach","/api/v1/people/8447351",13,42,91
"1324",8448176,"Dan Poliziani","/api/v1/people/8448176",0,0,0
"1325",8448295,"Gord Redahl","/api/v1/people/8448295",0,1,0
"1326",8449647,"Ken Yackel","/api/v1/people/8449647",0,0,2
"1327",8450008,"Don Keenan","/api/v1/people/8450008",NA,NA,NA
"1328",8446856,"Bill Hicke","/api/v1/people/8446856",168,402,389
"1329",8449862,"Claude Cyr","/api/v1/people/8449862",NA,NA,NA
"1330",8445506,"Gary Collins","/api/v1/people/8445506",NA,NA,NA
"1331",8446749,"Bill Hay","/api/v1/people/8446749",113,386,244
"1332",8446858,"Wayne Hicks","/api/v1/people/8446858",13,36,20
"1333",8446342,"Val Fonteyne","/api/v1/people/8446342",75,229,26
"1334",8446657,"Lloyd Haddon","/api/v1/people/8446657",0,0,2
"1335",8446664,"Len Haley","/api/v1/people/8446664",2,4,14
"1336",8449832,"Gilles Boisvert","/api/v1/people/8449832",NA,NA,NA
"1337",8450100,"Dennis Riggin","/api/v1/people/8450100",NA,NA,NA
"1338",8445007,"Dave Balon","/api/v1/people/8445007",192,414,607
"1339",8447127,"Bob Kabel","/api/v1/people/8447127",5,18,32
"1340",8448121,"Mel Pearson","/api/v1/people/8448121",2,8,23
"1341",8448923,"Ken Schinkel","/api/v1/people/8448923",127,325,163
"1342",8449132,"Irv Spencer","/api/v1/people/8449132",12,50,127
"1343",8449197,"Art Stratton","/api/v1/people/8449197",18,51,24
"1344",8449211,"Bill Sweeney","/api/v1/people/8449211",1,1,0
"1345",8450028,"Jack McCartan","/api/v1/people/8450028",NA,NA,NA
"1346",8450112,"Joe Schaefer","/api/v1/people/8450112",NA,NA,NA
"1347",8445009,"Stan Baluik","/api/v1/people/8445009",0,0,2
"1348",8446155,"Aut Erickson","/api/v1/people/8446155",7,31,180
"1349",8446515,"Pierre Gagne","/api/v1/people/8446515",0,0,0
"1350",8447835,"Dick Meissner","/api/v1/people/8447835",11,26,37
"1351",8448437,"Dale Rolfe","/api/v1/people/8448437",25,150,556
"1352",8449069,"Dallas Smith","/api/v1/people/8449069",55,307,955
"1353",8449269,"Gord Turlick","/api/v1/people/8449269",0,0,2
"1354",8446324,"Reg Fleming","/api/v1/people/8446324",108,240,1470
"1355",8446888,"Cec Hoekstra","/api/v1/people/8446888",0,0,0
"1356",8451960,"J.C. Tremblay","/api/v1/people/8451960",57,363,206
"1357",8445819,"Joe Crozier","/api/v1/people/8445819",0,3,2
"1358",8446692,"Pat Hannigan","/api/v1/people/8446692",30,69,116
"1359",8447496,"Ted Hampson","/api/v1/people/8447496",108,353,92
"1360",8446865,"Wayne Hillman","/api/v1/people/8446865",18,104,532
"1361",8447591,"Chico Maki","/api/v1/people/8447591",143,436,345
"1362",8445898,"Edward Diachuk","/api/v1/people/8445898",0,0,17
"1363",8446759,"Rich Healey","/api/v1/people/8446759",0,0,2
"1364",8447540,"Bruce MacGregor","/api/v1/people/8447540",213,470,215
"1365",8448049,"Gerry Odrowski","/api/v1/people/8448049",12,31,111
"1366",8449667,"Howie Young","/api/v1/people/8449667",12,74,851
"1367",8445043,"Danny Belisle","/api/v1/people/8445043",2,2,0
"1368",8445829,"Bob Cunningham","/api/v1/people/8445829",0,1,0
"1369",8446671,"Wayne Hall","/api/v1/people/8446671",0,0,0
"1370",8447011,"Ron Hutchinson","/api/v1/people/8447011",0,0,0
"1371",8447092,"Don Johns","/api/v1/people/8447092",2,23,74
"1372",8447172,"Rod Gilbert","/api/v1/people/8447172",406,1021,510
"1373",8447252,"Orland Kurtenbach","/api/v1/people/8447252",119,332,633
"1374",8447332,"Phil Latreille","/api/v1/people/8447332",0,0,2
"1375",8447358,"Al LeBrun","/api/v1/people/8447358",0,2,4
"1376",8448427,"Leon Rochefort","/api/v1/people/8448427",121,268,93
"1377",8448443,"Len Ronson","/api/v1/people/8448443",2,3,10
"1378",8450646,"Jean Ratelle","/api/v1/people/8450646",491,1267,276
"1379",8445377,"Art Chisholm","/api/v1/people/8445377",0,0,0
"1380",8447406,"Ted Green","/api/v1/people/8447406",48,254,1029
"1381",8448077,"Gerry Ouellette","/api/v1/people/8448077",5,9,0
"1382",8445521,"Wayne Connelly","/api/v1/people/8445521",133,307,154
"1383",8446574,"Jean Gauthier","/api/v1/people/8446574",6,35,150
"1384",8448131,"Cliff Pennington","/api/v1/people/8448131",17,59,6
"1385",8448464,"Bobby Rousseau","/api/v1/people/8448464",245,703,357
"1386",8449256,"Gilles Tremblay","/api/v1/people/8449256",168,330,164
"1387",8447048,"Gary Jarrett","/api/v1/people/8447048",72,164,131
"1388",8447579,"John MacMillan","/api/v1/people/8447579",5,15,30
"1389",8447626,"Jack Martin","/api/v1/people/8447626",0,0,0
"1390",8448468,"Dave Keon","/api/v1/people/8448468",396,986,117
"1391",8450020,"Cesare Maniago","/api/v1/people/8450020",NA,NA,NA
"1392",8450039,"Gerry McNamara","/api/v1/people/8450039",NA,NA,NA
"1393",8446670,"Murray Hall","/api/v1/people/8446670",35,83,42
"1394",8447253,"Merv Kuryluk","/api/v1/people/8447253",NA,NA,NA
"1395",8445108,"Marc Boileau","/api/v1/people/8445108",5,11,8
"1396",8445906,"Bob Dillabough","/api/v1/people/8445906",32,86,74
"1397",8447051,"Larry Jeffrey","/api/v1/people/8447051",39,101,293
"1398",8447536,"Lowell MacDonald","/api/v1/people/8447536",180,390,88
"1399",8447627,"Pit Martin","/api/v1/people/8447627",324,809,609
"1400",8448347,"Wayne Rivers","/api/v1/people/8448347",15,45,94
"1401",8446658,"Vic Hadfield","/api/v1/people/8446658",323,712,1159
"1402",8446488,"Dave Dryden","/api/v1/people/8446488",NA,NA,NA
"1403",8450055,"Dan Olesevich","/api/v1/people/8450055",NA,NA,NA
"1404",8446642,"Terry Gray","/api/v1/people/8446642",26,54,62
"1405",8449159,"Pat Stapleton","/api/v1/people/8449159",43,337,351
"1406",8449384,"Ed Westfall","/api/v1/people/8449384",231,625,544
"1407",8449481,"Tommy Williams","/api/v1/people/8449481",161,430,173
"1408",8449989,"Don Head","/api/v1/people/8449989",NA,NA,NA
"1409",8445067,"Red Berenson","/api/v1/people/8445067",261,658,303
"1410",8446687,"Chuck Hamilton","/api/v1/people/8446687",0,2,2
"1411",8447718,"Keith McCreary","/api/v1/people/8447718",131,243,294
"1412",8445181,"Arnie Brown","/api/v1/people/8445181",44,185,740
"1413",8445511,"Brian Conacher","/api/v1/people/8445511",28,56,84
"1414",8446195,"Alex Faulkner","/api/v1/people/8446195",15,32,15
"1415",8447145,"Larry Keenan","/api/v1/people/8447145",38,102,28
"1416",8447231,"Les Kozak","/api/v1/people/8447231",1,1,2
"1417",8449853,"Gerry Cheevers","/api/v1/people/8449853",NA,NA,NA
"1418",8449866,"Denis DeJordy","/api/v1/people/8449866",NA,NA,NA
"1419",8446143,"Bo Elik","/api/v1/people/8446143",0,0,0
"1420",8446714,"Ron Harris","/api/v1/people/8446714",20,111,474
"1421",8447117,"Eddie Joyal","/api/v1/people/8447117",128,262,103
"1422",8447284,"Roger Lafreniere","/api/v1/people/8447284",0,0,4
"1423",8447524,"Dave Lucas","/api/v1/people/8447524",0,0,0
"1424",8447730,"Paul Henderson","/api/v1/people/8447730",236,477,304
"1425",8446846,"Bryan Hextall Jr.","/api/v1/people/8446846",99,260,736
"1426",8447146,"Ralph Keller","/api/v1/people/8447146",1,1,6
"1427",8447996,"Jim Neilson","/api/v1/people/8447996",69,368,901
"1428",8448606,"Duane Rupp","/api/v1/people/8448606",24,117,220
"1429",8445084,"Don Blackburn","/api/v1/people/8445084",23,67,87
"1430",8446585,"Jeannot Gilbert","/api/v1/people/8446585",0,1,4
"1431",8447378,"Bobby Leiter","/api/v1/people/8447378",98,224,144
"1432",8448249,"Matt Ravlich","/api/v1/people/8448249",12,90,364
"1433",8450005,"Eddie Johnston","/api/v1/people/8450005",NA,NA,NA
"1434",8445166,"Gerry Brisson","/api/v1/people/8445166",0,2,4
"1435",8447325,"Jacques Laperriere","/api/v1/people/8447325",40,282,679
"1436",8447330,"Claude Larose","/api/v1/people/8447330",226,483,889
"1437",8447568,"Terry Harper","/api/v1/people/8447568",35,256,1364
"1438",8449207,"Bill Sutherland","/api/v1/people/8449207",70,128,99
"1439",8452247,"Ernie Wakely","/api/v1/people/8452247",NA,NA,NA
"1440",8444973,"Norm Armstrong","/api/v1/people/8444973",1,2,2
"1441",8445359,"Andre Champagne","/api/v1/people/8445359",0,0,0
"1442",8445945,"Kent Douglas","/api/v1/people/8445945",33,148,631
"1443",8445949,"Bruce Draper","/api/v1/people/8445949",0,0,0
"1444",8447858,"Jim Mikol","/api/v1/people/8447858",1,5,8
"1445",8448963,"Rod Seiling","/api/v1/people/8448963",62,331,603
"1446",8446722,"Phil Esposito","/api/v1/people/8446722",717,1590,910
"1447",8448371,"Doug Robinson","/api/v1/people/8448371",44,111,36
"1448",8447845,"Howie Menard","/api/v1/people/8447845",23,65,87
"1449",8447873,"John Miszuk","/api/v1/people/8447873",7,46,232
"1450",8447875,"Bill Mitchell","/api/v1/people/8447875",0,0,0
"1451",8447906,"Wayne Muloin","/api/v1/people/8447906",3,24,93
"1452",8449370,"Jim Watson","/api/v1/people/8449370",4,23,345
"1453",8449859,"Roger Crozier","/api/v1/people/8449859",NA,NA,NA
"1454",8449986,"Harrison Gray","/api/v1/people/8449986",NA,NA,NA
"1455",8450109,"Pat Rupp","/api/v1/people/8450109",NA,NA,NA
"1456",8449852,"Bob Champoux","/api/v1/people/8449852",NA,NA,NA
"1457",8445958,"Marc Dufour","/api/v1/people/8445958",1,1,2
"1458",8447265,"Gord Labossiere","/api/v1/people/8447265",44,106,71
"1459",8447778,"Sandy McGregor","/api/v1/people/8447778",0,0,0
"1460",8447807,"Mike McMahon Jr.","/api/v1/people/8447807",15,83,169
"1461",8448322,"Dave Richardson","/api/v1/people/8448322",3,5,25
"1462",8450138,"Gilles Villemure","/api/v1/people/8450138",NA,NA,NA
"1463",8444988,"Don Awrey","/api/v1/people/8444988",31,189,1068
"1464",8445943,"Gary Dornhoefer","/api/v1/people/8445943",214,542,1291
"1465",8447021,"Ted Irvine","/api/v1/people/8447021",154,331,657
"1466",8447234,"Skip Krake","/api/v1/people/8447234",23,63,182
"1467",8447710,"Bob McCord","/api/v1/people/8447710",10,68,257
"1468",8448937,"Ron Schock","/api/v1/people/8448937",166,517,258
"1469",8445137,"Andre Boudrias","/api/v1/people/8445137",151,491,216
"1470",8446200,"Yvan Cournoyer","/api/v1/people/8446200",428,863,233
"1471",8446717,"Ted Harris","/api/v1/people/8446717",30,198,1000
"1472",8446812,"John Ferguson","/api/v1/people/8446812",145,303,1216
"1473",8448356,"Jimmy Roberts","/api/v1/people/8448356",126,320,623
"1474",8449367,"Bryan Watson","/api/v1/people/8449367",17,152,2214
"1475",8450046,"Jean-Guy Morissette","/api/v1/people/8450046",NA,NA,NA
"1476",8446668,"Ron Ellis","/api/v1/people/8446668",332,640,207
"1477",8448085,"Jim Pappin","/api/v1/people/8448085",278,573,667
"1478",8449179,"Pete Stemkowski","/api/v1/people/8449179",206,555,864
"1479",8445160,"John Brenneman","/api/v1/people/8445160",21,40,46
"1480",8446967,"Dennis Hull","/api/v1/people/8446967",303,654,259
"1481",8447045,"Doug Jarrett","/api/v1/people/8447045",38,220,631
"1482",8447853,"Larry Mickey","/api/v1/people/8447853",39,92,160
"1483",8447892,"Ken Hodge","/api/v1/people/8447892",328,800,777
"1484",8449149,"Fred Stanfield","/api/v1/people/8449149",211,616,134
"1485",8445070,"Gary Bergman","/api/v1/people/8445070",68,367,1251
"1486",8448099,"Butch Paul","/api/v1/people/8448099",0,0,0
"1487",8448137,"Jimmy Peters","/api/v1/people/8448137",37,73,46
"1488",8449321,"Bob Wall","/api/v1/people/8449321",30,85,155
"1489",8450147,"Carl Wetzel","/api/v1/people/8450147",NA,NA,NA
"1490",8444952,"Lou Angotti","/api/v1/people/8444952",103,289,220
"1491",8446186,"Trevor Fahey","/api/v1/people/8446186",0,0,0
"1492",8446312,"Sandy Fitzpatrick","/api/v1/people/8446312",3,9,8
"1493",8447099,"Jim Johnson","/api/v1/people/8447099",75,186,73
"1494",8448156,"Bob Plager","/api/v1/people/8448156",20,146,800
"1495",8449182,"Ulf Sterner","/api/v1/people/8449182",0,0,0
"1496",8449217,"Billy Taylor Jr.","/api/v1/people/8449217",0,0,0
"1497",8451870,"Ted Taylor","/api/v1/people/8451870",23,58,184
"1498",8446002,"Wayne Cashman","/api/v1/people/8446002",277,793,1039
"1499",8446605,"Bill Goldsworthy","/api/v1/people/8446605",283,541,796
"1500",8447225,"Bill Knibbs","/api/v1/people/8447225",7,17,4
"1501",8447642,"Wayne Maxner","/api/v1/people/8447642",8,17,48
"1502",8449371,"Joe Watson","/api/v1/people/8449371",38,216,449
"1503",8449603,"Bob Woytowich","/api/v1/people/8449603",32,158,354
"1504",8450054,"Jack Norris","/api/v1/people/8450054",NA,NA,NA
"1505",8448135,"Garry Peters","/api/v1/people/8448135",34,68,261
"1506",8448147,"Noel Picard","/api/v1/people/8448147",12,75,614
"1507",8448966,"Brit Selby","/api/v1/people/8448966",55,117,171
"1508",8449150,"Jack Stanfield","/api/v1/people/8449150",0,0,0
"1509",8445341,"Dwight Carruthers","/api/v1/people/8445341",0,0,0
"1510",8445764,"Bart Crashley","/api/v1/people/8445764",7,43,50
"1511",8446434,"Gary Doak","/api/v1/people/8446434",23,130,908
"1512",8448354,"Doug Roberts","/api/v1/people/8448354",43,147,342
"1513",8449062,"Peter Mahovlich","/api/v1/people/8449062",288,773,916
"1514",8449206,"Bert Marshall","/api/v1/people/8449206",17,198,926
"1515",8449967,"George Gardner","/api/v1/people/8449967",NA,NA,NA
"1516",8444934,"Paul Andrea","/api/v1/people/8444934",31,80,10
"1517",8445827,"Ray Cullen","/api/v1/people/8445827",92,215,120
"1518",8447488,"Al Hamilton","/api/v1/people/8447488",10,88,258
"1519",8447657,"Dunc McCallum","/api/v1/people/8447657",14,49,230
"1520",8449979,"Ed Giacomin","/api/v1/people/8449979",NA,NA,NA
"1521",8444966,"John Arbour","/api/v1/people/8444966",1,10,149
"1522",8444980,"Barry Ashbee","/api/v1/people/8444980",15,85,291
"1523",8445816,"Terry Crisp","/api/v1/people/8445816",67,201,135
"1524",8445852,"Murray Davison","/api/v1/people/8445852",0,0,0
"1525",8447617,"Gilles Marotte","/api/v1/people/8447617",56,321,921
"1526",8448178,"Poul Popiel","/api/v1/people/8448178",13,54,212
"1527",8448671,"Derek Sanderson","/api/v1/people/8448671",202,452,911
"1528",8449138,"Don Marcotte","/api/v1/people/8449138",230,484,317
"1529",8450196,"J.P. Parise","/api/v1/people/8450196",238,594,706
"1530",8450101,"Bob Ring","/api/v1/people/8450101",NA,NA,NA
"1531",8450178,"Bernie Parent","/api/v1/people/8450178",NA,NA,NA
"1532",8447352,"Danny Grant","/api/v1/people/8447352",263,536,239
"1533",8445151,"Wally Boyer","/api/v1/people/8445151",54,159,161
"1534",8445327,"Wayne Carleton","/api/v1/people/8445327",55,128,170
"1535",8447015,"Brent Imlach","/api/v1/people/8447015",0,0,0
"1536",8449055,"Darryl Sly","/api/v1/people/8449055",1,3,20
"1537",8449337,"Mike Walton","/api/v1/people/8449337",201,448,357
"1538",8449476,"Jim McKenny","/api/v1/people/8449476",82,329,294
"1539",8451474,"Al Smith","/api/v1/people/8451474",NA,NA,NA
"1540",8451528,"Gary Smith","/api/v1/people/8451528",NA,NA,NA
"1541",8449088,"Wayne Smith","/api/v1/people/8449088",1,2,2
"1542",8449299,"Ed Van Impe","/api/v1/people/8449299",27,153,1024
"1543",8444856,"Gerry Abel","/api/v1/people/8444856",0,0,0
"1544",8445313,"Craig Cameron","/api/v1/people/8445313",87,152,196
"1545",8446189,"Bob Falkenberg","/api/v1/people/8446189",1,6,26
"1546",8447453,"Real Lemieux","/api/v1/people/8447453",51,155,262
"1547",8448423,"Dave Rochefort","/api/v1/people/8448423",0,0,0
"1548",8445239,"Ron Buchanan","/api/v1/people/8445239",0,0,0
"1549",8445456,"Nick Beverley","/api/v1/people/8445456",18,112,156
"1550",8446887,"Ted Hodgson","/api/v1/people/8446887",0,0,0
"1551",8448788,"Glen Sather","/api/v1/people/8448788",80,193,724
"1552",8448882,"Ross Lonsberry","/api/v1/people/8448882",256,566,806
"1553",8449473,"Barry Wilkins","/api/v1/people/8449473",27,152,665
"1554",8450070,"Bobby Orr","/api/v1/people/8450070",270,915,953
"1555",8451150,"Serge Savard","/api/v1/people/8451150",106,439,590
"1556",8452140,"Carol Vadnais","/api/v1/people/8452140",169,587,1811
"1557",8449806,"Gary Bauman","/api/v1/people/8449806",NA,NA,NA
"1558",8452122,"Rogie Vachon","/api/v1/people/8452122",NA,NA,NA
"1559",8447608,"Milan Marcetta","/api/v1/people/8447608",7,22,12
"1560",8446622,"Gerry Goyer","/api/v1/people/8446622",1,3,4
"1561",8447592,"Wayne Maki","/api/v1/people/8447592",57,136,182
"1562",8448063,"Bill Orban","/api/v1/people/8448063",8,23,67
"1563",8448182,"Geoff Powis","/api/v1/people/8448182",0,0,0
"1564",8448311,"Tom Reid","/api/v1/people/8448311",17,130,654
"1565",8449005,"Doug Shelton","/api/v1/people/8449005",0,1,2
"1566",8451204,"Bobby Schmautz","/api/v1/people/8451204",271,557,988
"1567",8451880,"Paul Terbenche","/api/v1/people/8451880",5,31,28
"1568",8447745,"Brian McDonald","/api/v1/people/8447745",0,0,29
"1569",8444928,"Ron Anderson","/api/v1/people/8444928",28,58,146
"1570",8446754,"Galen Head","/api/v1/people/8446754",0,0,0
"1571",8447619,"Gary Marsh","/api/v1/people/8447619",1,4,4
"1572",8447672,"Rick McCann","/api/v1/people/8447672",1,5,6
"1573",8448730,"Danny Lawson","/api/v1/people/8448730",28,57,61
"1574",8448846,"Nick Libett","/api/v1/people/8448846",237,505,472
"1575",8452086,"Garry Unger","/api/v1/people/8452086",413,804,1075
"1576",8449915,"Roy Edwards","/api/v1/people/8449915",NA,NA,NA
"1577",8444985,"Ron Attwell","/api/v1/people/8444985",1,8,8
